MktID	BB	RIC	MarketName	Type	Sub	Sector	Venue	Ccy	PtVal	MinTkSz	Weight	TradableMnth	Cmsn	Slpg	Rollover	IBRoot	IBExch	Country	ExchTimeZone	ExchGMTOffset	PitStartExch	PitEndExch	SettlementWindow	Note
3530	FAA Index	DM	SP400 E-Mini@CME	FUT		Index/Equity Index	CME	USD	100	0.1	1	[001001001001]	0	0	9	EMD	GLOBEX	US	America/Chicago	-6	17:00	16:15		
3531	CAA Index	FESB	Euro STOXX Banks@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SX7E	DTB	DE	Europe/Berlin	1	07:50	22:00	17:30:00-17:30:00	
3532	EOA Index		Amsterdam Index@EOE	FUT		Index/Equity Index	EOE	EUR	200	0.05	1	[111111111111]	0	0	10	EOE	FTA	NL	Europe/Amsterdam	1	08:00	22:00		
3533	TMIA Index		Mini TOPIX@TSE	FUT		Index/Equity Index	TSE	JPY	1000	0.25	1	[001001001001]	0	0	6	MNTPX	TSEJ	JP	Asia/Tokyo	9	09:00	15:15		"mini of 3522, lower volume than 3522"
3534	NMA Index	FESM	Euro Stoxx Mdia@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	ESM	DTB	DE	Europe/Berlin	1	07:50	22:00		
3535	PTA Index	SXF	SP Toronto 60@MSE	FUT		Index/Equity Index	MSE	CAD	200	0.1	1	[001001001001]	0	0	10	TSE60	CDE	CA	America/Montreal	-5	06:00	16:15		
3536	MHCA Index	HMCE	Hang Seng China Enterprises Mini@HKG	FUT		Index/Equity Index	HKG	HKD	10	1	1	[111111111111]	0	0	28	MCH.HK	HKFE	HK	Asia/Hong_Kong	8	09:15	16:15		
3537	QRA Index	FESE	Euro Stoxx Oil & Gas@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	ESE	DTB	DE	Europe/Berlin	1	07:50	22:00		
3538	MFSA Index	MFS	mini MSCI EAFE Index@NYL	FUT		Index/Equity Index	NYL	USD	50	0.1	1	[001001001001]	0	0	9	MXEA	NYSELIFFE	US	America/New_York	-5	19:16	17:00		
3539	SXEA Index	FSCE	Euro Stoxx Small@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	DJESS	DTB	DE	Europe/Berlin	1	07:50	22:00		
3540	WZA Index	FEST	Stoxx Telecom@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SXKE	DTB	DE	Europe/Berlin	1	07:50	22:00		
3541	UKDA Index	LXZ	FTSE 100 Dividend Index @LIF	FUT		Index/Equity Index	LIF	GBP	10	0.1	1	[000000000001]	0	0	10	F1DV	ICEEU	GB	Europe/London	0	08:00	16:30		
3542	ITA Index	FESU	Euro Stoxx Utilities@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	ESU	DTB	DE	Europe/Berlin	1	07:50	22:00		
3543	RXDA Index	FRDX	RDXUSD Index@EUX	FUT		Index/Equity Index	EUX	USD	10	0.5	1	[001001001001]	0	0	12	RDXUSD	DTB	DE	Europe/Berlin	1	07:50	22:00		
3544	VHA Index	STXX	Stoxx 50@EUX	FUT		Index/Equity Index	EUX	EUR	10	1	1	[001001001001]	0	0	12	STX	DTB	DE	Europe/Berlin	1	07:50	22:00		
3545	SXA Index	FSTA	Stoxx 600 Auto & Part@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SXAP	DTB	DE	Europe/Berlin	1	07:50	22:00		
3546	BJA Index	FSTB	Stoxx 600 Banks@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SX7P	DTB	DE	Europe/Berlin	1	07:50	22:00		
3547	DHCA Index	DHH	HSCEI Dividend Point Index@HKG	FUT		Index/Equity Index	HKG	HKD	50	0.01	1	[000000000001]	0	0	28	HHIDPI	HKFE	HK	Asia/Hong_Kong	8	13:00	16:15		
3548	JSA Index	FSTS	Stoxx 600 Basic Resources@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SXPP	DTB	DE	Europe/Berlin	1	07:50	22:00		
3549	RMA Index	RMF	Russell 1000 Mini@NYF	FUT		Index/Equity Index	NYF	USD	100	0.1	1	[001001001001]	0	0	9	RYO	NYBOT	US	America/New_York	-5	20:00	18:00		
3550	PFA Index	FSTO	Stoxx 600 Food & Beverage@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SX3P	DTB	DE	Europe/Berlin	1	07:50	22:00		
3551	MNDA Index		Nikkei Dividend @SGX	FUT		Index/Equity Index	SGX	JPY	10000	0.1	1	[000000000001]	0	0	0	NKYDIV	SGX	JP	Asia/Singapore	8	07:45	18:00		
3552	HGA Index	FSTH	Stoxx Healthcare@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SXDP	DTB	DE	Europe/Berlin	1	07:50	22:00		
3553	IDOA Index		MSCI Indonesia @SGX	FUT		Index/Equity Index	SGX	USD	2	5	1	[111111111111]	0	0	22	MXID	SGX	SG	Asia/Singapore	8	09:00	17:30		
3554	QBA Index	FSTG	Stoxx 600 Industrial@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SXNP	DTB	DE	Europe/Berlin	1	07:50	22:00		
3555	MFA Index	HMCE	DAX mid-cap@EUX	FUT		Index/Equity Index	EUX	EUR	5	1	1	[001001001001]	0	0	9	MDAX	DTB	DE	Europe/Berlin	1	07:50	22:00		
3556	JVA Index	FSTI	STOXX 600 Insurance@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SXIP	DTB	DE	Europe/Berlin	1	07:50	22:00		
3558	OMA Index	FSTM	Stoxx 600 Media@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SXMP	DTB	DE	Europe/Berlin	1	07:50	22:00		
3559	KGA Index	FSTE	Stoxx 600 Oil & Gas@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SXEP	DTB	DE	Europe/Berlin	1	07:50	22:00		
3560	RVBA Index	IRV	Russell 1000 value@NYF	FUT		Index/Equity Index	NYF	USD	100	0.1	1	[001001001001]	0	0	9	RLV	NYBOT	US	America/New_York	-5	20:00	18:00		
3561	WQA Index	FSTT	Stoxx 600 Telecom@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SXKP	DTB	DE	Europe/Berlin	1	07:50	22:00		
3562	GPA Index	FSTU	Stoxx 600 Utilities@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	SX6P	DTB	DE	Europe/Berlin	1	07:50	22:00		
3563	SXPA Index	FLCP	Stoxx Europe Large 200@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	DJ200L	DTB	DE	Europe/Berlin	1	07:50	22:00		
3564	MPTA Index	FCS	Mini SP Toronto 60@MSE	FUT		Index/Equity Index	MSE	CAD	50	0.1	1	[001001001001]	0	0	10			CA	America/Montreal	-5	06:00	16:15		
3565	SXTA Index	FMCE	Stoxx Europe Small 200@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	DJ200S	DTB	DE	Europe/Berlin	1	07:50	22:00		
3566	MDA Index	MD	S&P Mid-cap@CME	FUT		Index/Equity Index	CME	USD	500	0.05	1	[001001001001]	0	0	9	EMD	GLOBEX	US	America/Chicago	-6	08:30	15:15		
3567	RGAA Index	IRG	Russell 1000 Growth@NYF	FUT		Index/Equity Index	NYF	USD	100	0.1	1	[001001001001]	0	0	9	RLG	NYBOT	US	America/New_York	-5	20:00	18:00		
3568	DJA Index	DJ	DJ Industrial Average@CBT	FUT		Index/Equity Index	CBT	USD	10	1	1	[001001001001]	0	0	9	INDU	ECBOT	US	America/Chicago	-6	08:30	15:15		
3569	SXOA Index	FXXP	Stoxx 600 @EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	12	DJ600	DTB	DE	Europe/Berlin	1	07:50	22:00		
3570	STA Index		Italian Index@MIL	FUT		Index/Equity Index	MIL	EUR	5	5	1	[001001001001]	0	0	10	FTMIB	IDEM	IT	Europe/Rome	1	09:00	17:40		
3572	XBA Index	WIN	Brazil Index@BMF	FUT		Index/Equity Index	BMF	BRL	0.2	5	1	[010101010101]	0	0	10	IBOV	BOVESPA	BR	America/Noronha	-2	09:00	17:55		
3573	BZA Index		BOVESPA INDEX FUT 	FUT		Index/Equity Index	BMF	BRL	1	5	1	[010101010101]	0	0	10			BR	America/Noronha	-2	09:00	17:55		
3575	AIA Index	ALSI	South African Index@SAF	FUT		Index/Equity Index	SAF	ZAR	10	1	1	[001001001001]	0	0	12	TOP40	HKFE	ZA	Africa/Johannesburg	2	08:30	17:30		
3576	IBA Index	MFXI	Spain Index@MFM	FUT		Index/Equity Index	MFM	EUR	10	1	1	[111111111111]	0	0	12	IBEX35	MEFFRV	ES	Europe/Madrid	1	09:00	20:00		
3579	OIA Index		Norwegian Index@OBX	FUT		Index/Equity Index	OBX	NOK	100	0.1	1	[111111111111]	0	0	12			NO	Europe/Oslo	1	08:30	16:20		
3580	MCEA Index	MEE	MSCI Europe Index Mini@NYL	FUT		Index/Equity Index	NYL	EUR	200	0.01	1	[001001001001]	0	0	9	MSPE	NYSELIFFE	GB	America/New_York	-5	03:00	17:00		
3581	ISA Index		Mexican Index@MDX	FUT		Index/Equity Index	MDX	MXN	10	5	1	[001001001001]	0	0	12	IPC	MEXI	MX	America/Bahia_Banderas	-6	07:30	15:00		
3582	FTA Index	FTX	TAIEX	FUT		Index/Equity Index	FTX	TWD	200	1	1	[111111111111]	0	0	9			CN	Asia/Shanghai	8	08:45	13:45		
3583	DVA Index	SAF	DTOP Index	FUT		Index/Equity Index	SAF	ZAR	10	1	1	[001001001001]	0	0	-1			ZA	Africa/Johannesburg	2	08:30	17:30		
3585	JPWA Index	OSE	JPX Nikkei 400	FUT		Index/Equity Index	OSE	JPY	100	5	1	[001001001001]	0	0	6			JP	Asia/Tokyo	9	08:45	15:15		
3601	UXA Index	VX	CBOE VIX@CBF	FUT		Index/Non-equity Index	CBF	USD	1000	0.05	1	[111111111111]	0	0	9	VIX	CFE	US	America/Chicago	-6	02:00	15:15		
3602	FVSA Index	FVS	Vstoxx Mini@EUX	FUT		Index/Non-equity Index	EUX	EUR	100	0.05	1	[111111111111]	0	0	9	V2TX	DTB	DE	Europe/Berlin	1	08:50	17:30		
4101	RBTA Comdty		Steel Rebar@SHF	FUT		Metal and Industrial/Base Metal	SHF	CNY	10	1	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	13:30	15:00		
4102	CUA Comdty		Copper@SHF	FUT		Metal and Industrial/Base Metal	SHF	CNY	5	10	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	09:00	15:00		
4103	IOEA Comdty		Iron Ore@DCE	FUT		Metal and Industrial/Base Metal	DCE	CNY	100	1	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	13:30	15:00		
4104	ZNAA Comdty		Zinc@SHF	FUT		Metal and Industrial/Base Metal	SHF	CNY	5	5	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	09:00	15:00		
4105	LAA Comdty		Alumninum@LME	FFWD	LME:3MO	Metal and Industrial/Base Metal	LME	USD	25	0.25	1	[111111111111]	0	0	0			GB	Europe/London	0	20:00	19:45		
4106	HGA Comdty	HG	Copper@CMX	FUT		Metal and Industrial/Base Metal	CMX	USD	25000	0.0005	1	[001010101001]	0	0	-8	HG	NYMEX	US	America/New_York	-5	08:10	13:00	12:59:30-13:00:00	
4107	LPA Comdty		Copper@LME	FFWD	LME:3MO	Metal and Industrial/Base Metal	LME	USD	25	0.5	1	[111111111111]	0	0	0			GB	Europe/London	0	20:00	19:45		
4108	LXA Comdty		Zinc@LME	FFWD	LME:3MO	Metal and Industrial/Base Metal	LME	USD	25	0.5	1	[111111111111]	0	0	0			GB	Europe/London	0	20:00	19:45		
4109	AAA Comdty		Alumninum@SHF	FUT		Metal and Industrial/Base Metal	SHF	CNY	5	5	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	09:00	15:00		
4110	LNA Comdty		Nickel@LME	FFWD	LME:3MO	Metal and Industrial/Base Metal	LME	USD	6	1	1	[111111111111]	0	0	0			GB	Europe/London	0	20:00	19:45		
4111	LLA Comdty		Lead@LME	FFWD	LME:3MO	Metal and Industrial/Base Metal	LME	USD	25	0.5	1	[111111111111]	0	0	0			GB	Europe/London	0	20:00	19:45		
4112	LKA Comdty		NASAAC@LME	FFWD	LME:3MO	Metal and Industrial/Base Metal	LME	USD	20	0.5	1	[111111111111]	0	0	0			GB	Europe/London	0	20:00	19:45		
4113	LTA Comdty		Tim@LME	FFWD	LME:3MO	Metal and Industrial/Base Metal	LME	USD	5	5	1	[111111111111]	0	0	0			GB	Europe/London	0	20:00	19:45		
4114	PBLA Comdty		Lead@SHF	FUT		Metal and Industrial/Base Metal	SHF	CNY	5	5	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	09:00	15:00		
4118	SCOA Comdty		Iron Ore@SGX	FUT		Metal and Industrial/Base Metal	SGX	USD	100	0.01	1	[111111111111]	0	0	-2			SG	Asia/Singapore	8	08:00	20:00		
4201	RTA Comdty		Rubber@SHF	FUT		Metal and Industrial/Industrial Materials	SHF	CNY	10	5	1	[101111111110]	0	0	0			CN	Asia/Shanghai	8	13:30	15:00		
4202	FGLA Comdty		ZCE Glass @ZCE	FUT		Metal and Industrial/Industrial Materials	ZCE	CNY	20	1	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	13:30	15:00		
4203	POLA Comdty	HMCE	Polyethylene@DCE	FUT		Metal and Industrial/Industrial Materials	DCE	CNY	5	5	1	[101010101000]	0	0	-30			CN	Asia/Shanghai	8	13:30	15:00		
4204	PTA Comdty		Pure Terephthalic Acid@ZCE	FUT		Metal and Industrial/Industrial Materials	ZCE	CNY	5	2	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	13:30	15:00		
4205	BLCA Comdty		Blockboard@DCE	FUT		Metal and Industrial/Industrial Materials	DCE	CNY	500	0.05	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	13:30	15:00		
4206	FREA Comdty		Fibreboard@DCE	FUT		Metal and Industrial/Industrial Materials	DCE	CNY	500	0.05	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	13:30	15:00		
4207	ZMEA Comdty		Methanol @ZCE	FUT		Metal and Industrial/Industrial Materials	ZCE	CNY	50	1	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	13:30	15:00		
4208	JNA Comdty	JRU	Rubber@TCM	FUT		Metal and Industrial/Industrial Materials	TCM	JPY	5000	0.1	1	[111111111111]	0	0	0			JP	Asia/Tokyo	9	08:45	15:15		
4209	PVCA Comdty	DPV	Polyvinyl Chloride@DCE	FUT		Metal and Industrial/Industrial Materials	DCE	CNY	5	5	1	[101010001010]	0	0	-30			CN	Asia/Shanghai	8	13:30	15:00		
4210	LBA Comdty	LB	Lumber@CME	FUT		Metal and Industrial/Industrial Materials	CME	USD	110	0.1	1	[101010101010]	0	0	0	LB	GLOBEX	US	America/Chicago	-6	09:00	13:05	13:04:30-13:05:00	
4213	ORA Comdty	 	TSR20 FOB@SGX	FUT		Metal and Industrial/Industrial Materials	SGX	USD	50	0.1	1	[111111111111]	0	0	0			SG	Asia/Singapore	8	07:55	18:00		
4301	SAIA Comdty		Silver @SHF	FUT		Metal and Industrial/Precious Metal	SHF	CNY	15	1	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	09:00	15:00		
4302	AUAA Comdty		Gold@SHF	FUT		Metal and Industrial/Precious Metal	SHF	CNY	1000	0.05	1	[111111111111]	0	0	0			CN	Asia/Shanghai	8	09:00	15:00		
4303	GCA Comdty	GC	Gold @CMX	FUT		Metal and Industrial/Precious Metal	CMX	USD	100	0.1	1	[010101010101]	0	0	-8	GC	NYMEX	US	America/New_York	-5	08:20	13:30	13:29:30-13:30:00	
4304	SIA Comdty	SI	Silver @CMX	FUT		Metal and Industrial/Precious Metal	CMX	USD	5000	0.005	1	[101010101001]	0	0	-8	SI	NYMEX	US	America/New_York	-5	08:25	13:25	13:24:00-13:25:00	
4305	JGA Comdty	JAU	Gold@TCM	FUT		Metal and Industrial/Precious Metal	TCM	JPY	1000	1	1	[010101010101]	0	0	0			JP	Asia/Tokyo	9	09:00	15:30		
4306	JAA Comdty	JPL	Platinum@TCM	FUT		Metal and Industrial/Precious Metal	TCM	JPY	500	1	1	[010101010101]	0	0	0			JP	Asia/Tokyo	9	09:00	15:30		
4307	PLA Comdty	PL	Platinum@NYM	FUT		Metal and Industrial/Precious Metal	NYM	USD	50	0.1	1	[100100100100]	0	0	-8	PL	NYMEX	US	America/New_York	-5	08:20	13:05	13:03:00-13:05:00	
4309	PAA Comdty	PA	Palladium@NYM	FUT		Metal and Industrial/Precious Metal	NYM	USD	100	0.05	1	[001001001001]	0	0	-8	PA	NYMEX	US	America/New_York	-5	08:30	13:00	12:58:00-13:00:00	
4314	JIA Comdty	JSV	Silver @TCM	FUT		Metal and Industrial/Precious Metal	TCM	JPY	10000	0.1	1	[010101010101]	0	0	0			JP	Asia/Tokyo	9	09:00	15:30		
4315	JMA Comdty	JPA	Palladium@TCM	FUT		Metal and Industrial/Precious Metal	TCM	JPY	500	1	1	[010101010101]	0	0	0			JP	Asia/Tokyo	9	09:00	15:30		
