Trade	MktID	MarketName	TradableMnth	Weight	Slpg	Open	Close	CtCnt	Settle	BB	RIC	Tm1	Tm2	EnEndAdj	ExOT	ExPeriod	RebBegin	RebEnd	longMult	shortMult	TradeDir	longMult	shortMult	longShort	long	short	IBRoot	IBExch	OpenReg	URic	UIB	UR2NIntra	URNEX2d	UEm	Note	ProdWithAsian	longShort	longOnly	shortOnly	Note
Y	1309	Sugar@LIF	[001010010101]	1	0.05%	08:45	17:00	8	17:55	QWA Comdty	LSU	12:00	18:00	30	Vwap	20	08:50	09:50	0	0.8	1	1.75		N	Y	N	W	ICEEUSOFT		Y	Y	Y	Y	Y		Y	1.5	1.75	1.35	best long sr @1.75; 
